Aldous Huxley
Sa Shan
Anita Desai
Bernhard Schlink
Guillaume Apollinaire
Romain Gary
Kenzaburo OÃ©
Michel De Montaigne
Philip K. Dick
Christian Bobin
Roald Dahl
KESSEL
Jean Giono
Joanne K. Rowling
Roald Dahl
Patrick SÃ¼skind
Jean Rhys
Vincent Van Gogh
Georges Perros
Jacques RÃ©da
Daniel Pennac
Philippe Sollers
Milan Kundera
Daniel Pennac
Dai Sijie
Marie Nimier
Arundhati Roy
Pierre PÃ©ju
Katherine Khodorowsky
Jacques Meunier
Prosper MÃ©rimÃ©e
Edgar Allen Poe
Jean-Jacques Rousseau
Stendhal
Marie
Michel Serres
Michel Serres
Philip K. Dick
Brite
Pierre Pelot
Philip K. Dick
Ray Bradbury
Arto Paasilinna
Philip K. Dick
Mark Z. Danielewski
Jack Vance
John Wyndham
Gene Wolfe
Elisabeth Vonarburg
Somtow Sucharitkul
John Varley
John Varley
Kate Wilhelm
Jacques BarbÃ©ri
Raphael Aloysius Lafferty
Antoine Volodine
Rudy Rucker
Gene Wolfe
Gene Wolfe
Philip K. Dick
Jack Womack
Mike Resnick
Michael Resnick
Alain Duchesne
Pierre Gripari
Toshihiko Izutsu
Marie De Hennezel
Jean-Dominique Bauby
Jacques Charon
Jean-Christophe GrangÃ©
Eric-Emmanuel Schmitt
Denise Bombardier
Maryse Wolinski
Eric-Emmanuel Schmitt
Jean-Christophe GrangÃ©
Nancy Huston
Nicolas Bouvier
Michel Serres
Michel Serres
Michel Onfray
FrÃ©dÃ©ric Beigbeder
FrÃ©dÃ©ric Beigbeder
Shan Sa
Annette LÃ©vy-Willard
Herve Bazin
Anne Frank
Jean Giraudoux
HervÃ© Bazin
Oscar Wilde
Jean Giono
Hermann Hesse
Agatha Christie
Choderlos De Laclos
Jean Giono
Guy De Maupassant
Jean Giraudoux
Stendhal
Alain-Fournier
Pearl Buck
Stendhal
Boris Vian
Erich Maria Remarque
HervÃ© Bazin
Charles Baudelaire
Francis Scott Fitzgerald
Jean Cocteau
Agatha Christie
Gustave Flaubert
FranÃ§ois-RenÃ© De Chateaubriand
Agatha Christie
Georges Perec
Navarre
Virginia Woolf
Umberto Eco
Charles Bukowski
RenÃ© Girard
Pierre Augustin Caron De Beaumarchais
Corneille
Alfred De Musset
Pierre Corneille
Amin Maalouf
Gabriel Garcia Marquez
Elisabeth Badinter
Patrick SÃ¼skind
Marion Zimmer Bradley
Jacques Higelin
Patrick SÃ¼skind
Navarre
Marion Zimmer Bradley
Jerome K. Jerome
J.R.R. Tolkien
Amin Maalouf
Beaumarchais
Higgins Clark
Navarre
Patrick SÃ¼skind
Stefan Zweig
Bernard Werber
Friedrich Nietzsche
Arturo Perez-Reverte
Ken Follett
Patricia Cornwell
Emile Zola
Bernard Werber
Amin Maalouf
Bernard Werber
StÃ©fan Zweig
Boris Vian
AmÃ©lie Nothomb
Boris Vian
Boris Vian
AmÃ©lie Nothomb
Antonio Gala
Stephen King
Paulo Coelho
FranÃ§ois Cheng
Christine Angot
Loana Petrucciani
Stephen Lawhead
Paulo Coelho
AmÃ©lie Nothomb
Percy Kemp
Bernard Werber
Higgins Clark
Mary Higgins Clark
Robin Cook
Mary Higgins Clark
Mary Higgins Clark
P.D. (Phyllis Dorothy) James
Jean-Michel Besnier
Besnier J.-M.
Philip K. Dick
Bill Watterson
Bill Watterson
Michel Serres
Douglas Coupland
Boris Vian
Antonio Tabucchi
John Kennedy Toole
Henry David Thoreau
Agueev M
Tim Burton
Robert McLiam Wilson
Antonio Tabucchi
Philip K. Dick
Hubert Jr Selby
Roddy Doyle
Armistead Maupin
Italo Calvino
John Kennedy Toole
Margaret Atwood
RenÃ© Barjavel
Georges Simenon
Primo Levi
Georges Simenon
Georges PÃ©rec
Alexandra David-NÃ©el
Franck
Radiguet
Helias
Thomas Harris
FranÃ§oise Sagan
Larry Collins
FranÃ§oise Rey
Nicholas Evans
J.R.R. Tolkien
J.R.R. Tolkien
Caleb Carr
HonorÃ© De Balzac
Roy Lewis
Victor Hugo
Nicholas Evans
Michael Cunningham
Marc Levy
Frank McCourt
Thomas Harris
Marc Levy
Isabel Wolff
Anne Rice
Jean De La Fontaine
Aldous Huxley
Jean M. Auel
Marc-Edouard Nabe
Clifford D. Simak
Philippe Djian
Djian
Cyril Collard
Stephen Hawking
Terry Pratchett
James Redfield
Nina Berberova
Terry Pratchett
Robert A. (Anson) Heinlein
H. P. (Howard Philips) Lovecraft
Marlo Morgan
Michel Houellebecq
Vincent Ravalec
Virginie Despentes
Salvatore R.a.
Nancy Huston
Tim Guenard
Philip K. Dick
Michel Houellebecq
Nicolas Rey
Robin Hobb
Howard P. Lovecraft
Philip K. Dick
Eiji Yoshikawa
Stephen King
Virginie Despentes
Anna Gavalda
Daniel Keyes
Robin Hobb
Franz Kafka
Prosper MÃ©rimÃ©e
Collectif
Robin Hobb
Fred Vargas
IrÃ¨ne Frain
H.P. Lovecraft
Philip K. Dick
Gaston Leroux
Agatha Christie
Agatha Christie
Agatha Christie
Bruno Latour
Pierre Levy
Jacques Bouveresse
Michel Serres
Jean-Philippe Toussaint
Pierre Bayard
Jean Anouilh
Xavier Patier
Julien Gracq
Denis Diderot
Hugo Marsan
Makyo
Laurent Vicomte
Laurent Vicomte
Makyo
Boris Cyrulnik
Jean-Pierre OliÃ©
FranÃ§ois Lelord
Boris Cyrulnik
Christophe AndrÃ©
FranÃ§ois Lelord
John D. Barow
Roy Lewis
Paul Auster
Nancy Huston
Nancy Huston
Michel Tremblay
Nancy Huston
Alice Ferney
Russell Banks
Nancy Huston
ZoÃ© ValdÃ©s
Nancy Huston
Chi Li
Paul Auster
Nancy Huston
Nancy Huston
Nancy Huston
Bahiyyih Nakhjavani
Alice Ferney
Nancy Huston
Jean-Pierre GÃ©rault
Javier Cercas
Chi Li
Nancy Huston
Arnauld Pontier
Paul Auster
Lodge
Pierre Sansot
David Lodge
Lodge
Christian Jacq
Christian Jacq
Christian Jacq
Michel Serres
Michel Serres
BÃ©atrice Durand
Victoria Holt
Berlitz Guides
Jean-FranÃ§ois Revel
FranÃ§ois Rouiller
Hermann Hesse
Alfred Jarry
ZoÃ© ValdÃ©s
Jean-Bernard Pouy
Didier Daeninckx
Anna Gavalda
Philip Plisson
Alina Reyes
Paulo Coelho
Michel Quint
Michel Quint
Mireille Cardot
Robert Musil
Arthur Rimbaud
Collectif
Collectif
FranÃ§ois Dagognet
Champion/Jeanne
Jean Markale
Luis SepÃºlveda
Emmanuel CarrÃ¨re
Bober R
Camille Laurens
Nicolas Fargues
Camille Laurens
Frederic Prokosch
Paul Auster
Raymond Jean
Ambrose Bierce
David Lodge
David Lodge
David Lodge
Collectif
StÃ©fan Zweig
DaniÃ¨le Roth
William Vance
Gosho Aoyama
Rumiko Takahashi
Riyoko Ikeda
Riyoko Ikeda
Michel Serres
Michel Serres
Michel Serres
Michel Serres
Jean-Joseph Julaud
Gustave Flaubert
Gustave Flaubert
Niall Griffiths
Don Miguel Ruiz
Jean-Pierre Lefebvre
Marc Fisher
Collectif
Minne
Anne Ancelin SchÃ¼tzenberger
Lygia Fagundes Telles
Pierre Laurendeau
Paulo Coelho
Perros Georges
Thierry Soufflard
T Chevalier
Elke Heidenreich
John Christopher
Gloria D. Miklowitz
Laurent Jouvet
Walter Kappacher
E T A Hoffmann
Friedrich Schiller
Heinrich Von Kleist
Sophokles
NiccolÃ² Machiavelli
John S Mill
Stefan Andres
Herbert Geisen
Konfuzius
Ludwig Thoma
Jens Jensen
Fritz Krenn
Erika Burkart
HansjÃ¶rg Schneider
HansjÃ¶rg Schneider
Robert Gernhardt
David Sedaris
Hanns Peter Karr
Charles Dickens
Patrick SÃ¼skind
Patrick SÃ¼skind
Paulo Coelho
Joachim Ringelnatz
Paulo Coelho
Doris DÃ¶rrie
Patricia Highsmith
Ray Bradbury
Patricia Highsmith
Patricia Highsmith
Georges Simenon
Eric Ambler
Fanny Morweiser
Raymond Chandler
Ray Bradbury
Ray Bradbury
Ray Bradbury
Ray Bradbury
John Irving
Ray Bradbury
Ray Bradbury
Ray Bradbury
John Irving
Ray Bradbury
Leo N. Tolstoi
Doris DÃ¶rrie
Margaret Millar
John Irving
Urs Widmer
Celia Fremlin
Alison Lurie
Doris DÃ¶rrie
Friedrich DÃ¼rrenmatt
Ingrid Noll
Ian McEwan
Patricia Highsmith
Banana Yoshimoto
Ingrid Noll
Donna Leon
Patrick SÃ¼skind
Laurens Van Der Post
Susanna Tamaro
Ingrid Noll
Patricia Highsmith
Donna Leon
AmÃ©lie Nothomb
Bernhard Schlink
Banana Yoshimoto
Liaty Pisani
Isaak Babel
Liaty Pisani
Donna Leon
Donna Leon
Donna Leon
Anne Fine
Jason Starr
Dick Francis
Martin Suter
Bernhard Schlink
John Irving
Martin Suter
Paulo Coelho
Patricia Highsmith
Jean De Brunhoff
Jean De Brunhoff
Philippe Fix
Albert Einstein
Franz Kafka
Christopher G. Moore
Josephine Fairley
Rosa Luxemburg
Harald Gerlach
Reinhard Delau
Victor Klemperer
Robert Schneider
Sibylle Berg
Andrea Brown
Michael Wallner
Frances Hodgson Burnett
Ken Follett
Heinz G. Konsalik
N.H. Kleinbaum
Pat Conroy
Fannie Flagg
Philipp Vandenberg
Ken Follett
Peter Berling
Ken Follett
Patricia Shaw
Philipp Vandenberg
Philipp Vandenberg
Patricia Shaw
Annegrit Arens
Philipp Vandenberg
Umberto Bellini
Stephen King
Stephen King
Stephen King
Stephen King
Michael Blake
Dean R. Koontz
Glenn Meade
Jack Finney
Dean R. Koontz
Wolfgang Hohlbein
Dean R. Koontz
Peter Berling
Andreas Eschbach
Glenn Meade
Stephen King
David Baldacci
Dean R. Koontz
Jean-Christophe GrangÃ©
Annegrit Arens
Tilman RÃ¶hrig
Petra Hammesfahr
Georg Brun
Wolfgang Hohlbein
Greg Iles
Juilene Osborne-McKnight
Thomas Gifford
Daniel Glattauer
Patrick Dunne
Jan BÃ¶thern
Stephen R. Lawhead
Robert Carter
Amy Ephron
Ann Granger
Dan Brown
Cay Rademacher
Andreas Eschbach
Ken Follett
Andreas Eschbach
Alice Vaara
Isaac Asimov
Robert A. Heinlein
Robert A. Heinlein
Robert A. Heinlein
Isaac Asimov
Robert A. Heinlein
Wolfgang Hohlbein
Larry Niven
Robert A. Heinlein
Robert A. Heinlein
Michael Marrak
Willy Breinholst
Helene Karmasin
Ursula Burkowski
Katja M. Werker
Wolf Von Lojewski
Dalai Lama
Arto Paasilinna
Mordecai Richler
Ann Granger
Freya Von Moltke
Rupert Neudeck
JANOSCH
JANOSCH
Tonke Dragt
JANOSCH
Janosch
Arnulf Zitelmann
Marcel Reich-Ranicki
Heike GeiÃŸler
Heinrich Mann
Christa Wolf
Heinrich BÃ¶ll
Franz Kafka
Lewis Carroll
Hans Peter Richter
Amanda Cross
Karen Cushman
Heinrich BÃ¶ll
John Steinbeck
Italo Calvino
Umberto Eco
Italo Calvino
Erich KÃ¤stner
Gabriel GarcÃ­a MÃ¡rquez
Rosamond Smith
Fay Weldon
Rafik Schami
Umberto Eco
Rafik Schami
AndrÃ© Gide
Michail Bulgakow
Umberto Eco
Anita Brookner
Charles Bukowski
Herbert G. Wells
Javier MarÃ­as
T. C. Boyle
Jostein Gaarder
Marina Zwetajewa
Erich Loest
Javier MarÃ­as
Irene Dische
Joris-Karl Huysmans
Henning Mankell
Hanswilhelm Haefs
Henning Mankell
Joan Smith
Catherine Gaskin
Henning Mankell
Henning Mankell
Henning Mankell
Henning Mankell
Binnie Kirshenbaum
Sabine Werz
Arabella Weir
Wilhelm Weischedel
RÃ¼diger Schmidt
Douglas R. Hofstadter
Arno Gruen
Daniel Goleman
Jostein Gaarder
Catherine Clement
Henry W. Stine
Andreas SchlÃ¼ter
Johannes Mario Simmel
P. D. James
Noah Gordon
Dian Fossey
BenoÃ®te Groult
Julie Parsons
Nina George
Michael Crichton
Susan Sloan
Kiana Davenport
Salman Rushdie
Marion Zimmer Bradley
Craig Smith
Eileen Campbell
Susan Carroll
Nick Hornby
Janine Boissard
Wolfram Fleischhauer
Peter Mayle
Edward Rutherfurd
Anne West
Susanna Tamaro
Friedrich Ani
Ulli Olvedi
James Ellison
Ulrike Schweikert
P. D. James
Anne West
Eva Heller
Robert Rau
Peter Kelder
Christopher A. Weidner
Gerhard Prause
Ria Fehlau
Margery Allingham
Sue Grafton
Sidney Sheldon
Anne Delbee
Sidney Sheldon
Amy Tan
Anne Rice
Wolf Schneider
Laura Wilson
Dieter Markert
Allen Carr
Sabrina Fox
Catherine Millet
Eleanor Cooney
Sally Beauman
Federica De Cesco
Eva Ibbotson
Eileen Campbell
Susan Elizabeth Phillips
Allan Folsom
Eleanor Cooney
F. Paul Wilson
Lisa Scott
Marion Philadelphia
Kathy Reichs
James Clavell
Sharon Maas
Linda Howard
Charlotte Link
Tanja Kinkel
Joy Fielding
Elizabeth George
Sally Beauman
Ruth Rendell
David L. Lindsey
Minette Walters
Akif Pirincci
Gabriel GarcÃ­a MÃ¡rquez
Minette Walters
Allan Folsom
Christopher Davis
Charlotte Link
Elizabeth George
Donna Tartt
Tanja Kinkel
Maeve Haran
David L. Lindsey
Joy Fielding
Federica De Cesco
Nicholas Evans
Mark Childress
Eva Ibbotson
Federica De Cesco
Patricia Cornwell
F. Paul Wilson
Claudia Keller
Martha Grimes
Katherine Neville
Amelie Fried
Sidney Sheldon
Doris Gercke
Patricia Cornwell
Patricia Cornwell
Patricia Cornwell
Minette Walters
Pieke Biermann
Elizabeth George
John Maddox Roberts
Patricia Cornwell
Alex Garland
Minette Walters
Anne Rice
Charlotte Link
Sebastian Faulks
Helen Fielding
Elizabeth George
Kurt Vonnegut
Ahdaf Soueif
Robert Mawson
BjÃ¶rn Larsson
Richard North Patterson
Minette Walters
BjÃ¶rn Larsson
Ruth Rendell
Jonathan Kellerman
Frederick Forsyth
Molly Katz
Arundhati Roy
Sidney Sheldon
Marlo Morgan
Ethan Coen
Alex Garland
Akif PirinÃ§ci
William Gaddis
Joseph Mitchell
Ian Rankin
Batya Gur
Bill Bryson
Mitch Albom
Benjamin Von Stuckrad-Barre
Anthony Bourdain
Wladimir Kaminer
Douglas Coupland
Guido Eckert
Louise Rafkin
Wladimir Kaminer
Chuck Palahniuk
Wladimir Kaminer
Wladimir Kaminer
E.W. Heine
Irvin D. Yalom
Klaas Huizing
Sandra West Prowell
Robert HÃ¼ltner
Luciano De Crescenzo
Belle Yang
Brigitte Aubert
David Guterson
Dava Sobel
Irvin D. Yalom
ZoÃ« Jenny
Joyce Johnson
Faye Kellerman
Arundhati Roy
Hakan Nesser
Robert Schneider
Hakan Nesser
Arthur Golden
Haruki Murakami
Faye Kellerman
Paule Constant
Jim Crace
Peter K. Wehrli
Bruce Alexander
Haruki Murakami
Dieter Wellershoff
Marek Krajewski
Helen Humphreys
Shulamit Lapid
Stefan Heym
Klaas Huizing
Shulamit Lapid
Manil Suri
Amitav Ghosh
Anna Malyschewa
Judith Katzir
Daniel Jonah Goldhagen
Wolf J. Siedler
Gaston Leroux
Carl Friedrich Von WeizsÃ¤cker
Jostein Gaarder
Margriet De Moor
Umberto Eco
Botho StrauÃŸ
Umberto Eco
Isabel Allende
Margriet De Moor
Susan Sontag
JosÃ© L. Sampedro
Richard Bachman
Stephen King
Robert Ludlum
Stephen King
Thomas Harris
Arthur C. Clarke
Stephen King
Thomas Harris
Stephen King
John Grisham
Colin Forbes
John Grisham
John Grisham
Wolfgang Hohlbein
Alastair MacNeill
Stephen King
Stephen King
Dean R. Koontz
Alan Lightman
Arthur C. Clarke
Nora Roberts
Douglas Adams
Michael Connelly
Lauren M. Henderson
John Grisham
Dean R. Koontz
Julian May
Clarissa Pinkola EstÃ©s
John Grisham
Philip Pullman
Douglas Adams
Wolfgang Hohlbein
Tom Clancy
Wolfgang Hohlbein
Scott Adams
Annie Proulx
Chitra Banerjee Divakaruni
Bjarne Reuter
Andrei Makine
Kai Meyer
Michael Connelly
Patrick Robinson
Tom Clancy
Tom Clancy
Philip Pullman
Ulrich Wickert
Tom Clancy
Stephen King
Robert Harris
Paul C. Doherty
Sean Russell
Dean R. Koontz
William Gibson
Philip K. Dick
Ray Bradbury
Anthony Burgess
Ursula K. Le Guin
David Brin
Alfred Bester
Walter M. Miller
John Grisham
Rafael Chirbes
Dean Koontz
Tom Clancy
Tom Clancy
Robert Silverberg
Britta Herz
Kinky Friedman
Terry Pratchett
Luigi Guicciardi
Peter Straub
Nicholas Sparks
Thomas Harris
Carolyn See
Linda Adams
Taiping Shangdi
Sarah Caudwell
Bruce Sterling
Clara Pierre
Tom Clancy
Wolfgang Hohlbein
Stephen Chbosky
Dewey Gram
Douglas Adams
David Sedaris
Giles Smith
Barbara Erskine
Sue Townsend
Colin Forbes
Philip K. Dick
Tom Clancy
Hans J. Alpers
Stan Nicholls
Thomas R. Schmidt
Elke Pohl
Paolo Maurensig
Mark Bowden
John Grisham
Adriana Trigiani
Eva-Christiane Wetterer
David Sedaris
Sibylle Berg
John Grisham
Siegfried Lenz
Alan Lightman
Erika Pluhar
Bettine Von Arnim
Heinrich Heine
NiccolÃ² Machiavelli
Gustave Flaubert
Giovanni Di Boccaccio
Renan Demirkan
Bret Easton Ellis
Helge Schneider
Nick Hornby
Erich Maria Remarque
Benjamin Von Stuckrad-Barre
NoÃ«lle ChÃ¢telet
Christine Westermann
Ahne
Daniel Pennac
Alexa Hennig Von Lange
Bret Easton Ellis
Silvana Klein
Harald Schmidt
Nick Hornby
Salman Rushdie
Uschi Brunner
James McKean
Morton Rhue
Hermann Vinke
Hans-Georg Noack
Avi
Morton Rhue
Peter Kummer
Tony Buzan
Katja Rohde
Alexander McCall Smith
Julie Myerson
Anita Shreve
Dai Sijie
Michael Moore
Michael Moore
Paul Watzlawick
Heinz Zahrnt
Anna Wimschneider
Karl Jaspers
Karl Jaspers
Sten Nadolny
Richard P. Feynman
Franziska Stalmann
Jean Rouaud
Paul Watzlawick
Richard P. Feynman
Walter KrÃ¤mer
Walter KrÃ¤mer
Maarten't Hart
RÃ¼diger Nehberg
RÃ¼diger Nehberg
Gaby Hauptmann
Iris Murdoch
Judith Lennox
Madeleine Bourdouxhe
Holly-Jane Rahlens
Frederick Forsyth
RÃ¼diger Nehberg
Daniel Silva
Manuel VÃ¡zquez MontalbÃ¡n
Ryszard Kapuscinski
Jan Guillou
Jan Guillou
Jan Guillou
Jan Guillou
Gemma O'Connor
Anne Holt
Sue Gee
Carina Klein
Karin Fossum
Manuel VÃ¡zquez MontalbÃ¡n
Jan Guillou
Sara Paretsky
Sujata Massey
Wolfgang BÃ¼scher
Jonathan Franzen
Siri Hustvedt
Robin Norwood
Gregor Sander
Heinrich Mann
Friedrich DÃ¼rrenmatt
Henry Miller
Jean-Paul Sartre
Jerome D. Salinger
Jean-Paul Sartre
Simone De Beauvoir
J. D. Salinger
Jack Kerouac
Willy Brandt
Rita Mae Brown
Simone De Beauvoir
Alexander Solschenizyn
John Updike
Vaclav Havel
Rosamunde Pilcher
Don DeLillo
Jean-Paul Sartre
Milena Moser
Rita Mae Brown
Armistead Maupin
Armistead Maupin
Rita Mae Brown
Don DeLillo
Peter HÃ¸eg
William Kotzwinkle
Milena Moser
Henry Miller
Harper Lee
P. D. James
Simone De Beauvoir
J. D. Salinger
Tom Robbins
Roald Dahl
Simone De Beauvoir
Cheryl Benard
Piero Ferrucci
Shakti Gawain
Oliver Sacks
Dietrich DÃ¶rner
Gero Von Randow
Gero Von Randow
Christa Wichterich
Robert Shea
Robert Shea
Robert Shea
Rita Mae Brown
Harry Mulisch
Toni Morrison
Janwillem Van De Wetering
Petra Oelker
Nuala O'Faolain
P. D. James
Robert A. Wilson
Petra Hammesfahr
Antoine Bello
Steinunn SigurdardÃ³ttir
IldikÃ³ Von KÃ¼rthy
Carole Matthews
Ruth Berger
Wolf Haas
Harry Mulisch
Hella S. Haasse
HansjÃ¶rg Martin
Colin Dexter
Dietrich Schwanitz
Christoph DrÃ¶sser
Christoph DrÃ¶sser
Tom Shachtman
Till Raether
Gregor Gysi
Dale Carnegie
Agatha Christie
Sophie Schallingher
Birgit H. HÃ¶lscher
Philippa Carr
John Blofeld
Konstantin RÃ¶sch
Franz Josef StrauÃŸ
Michel Foucault
Ludwig Wittgenstein
Bertolt Brecht
Bertolt Brecht
Bertrand Russell
James Joyce
James Joyce
Ulrich Holbein
Hermann Hesse
Thomas S. Kuhn
Gerhard Roth
Samuel Beckett
Max Frisch
Marguerite Duras
Peter Handke
Hermann Hesse
Hermann Hesse
Hermann Hesse
Ulrich Plenzdorf
Max Frisch
Stanislaw Lem
Stanislaw Lem
Stanislaw Lem
Arkadi Strugatzki
Stanislaw Lem
Stanislaw Lem
Alejo Carpentier
Alice Miller
Stanislaw Lem
Stanislaw Lem
Friederike MayrÃ¶cker
Thomas Bernhard
Stanislaw Lem
Isabel Allende
George Bernard Shaw
Stanislaw Lem
Isabel Allende
Arkadi Strugatzki
Stanislaw Lem
Stanislaw Lem
Antonia S. Byatt
Hermann Hesse
H. P. Lovecraft
Arkadi Strugatzki
Peter Weber
Haruki Murakami
H. P. Lovecraft
Stanislaw Lem
Alejandro Jodorowsky
Susanne Gretter
Martin Walser
Stanislaw Lem
Cees Nooteboom
Jurek Becker
Niccolo Machiavelli
Khalil Gibran
Sushil Jajodia
Kjell Johansson
Ã…ke Edwardson
Federica De Cesco
Erich KÃ¤stner
Richard Bach
JÃ¼rgen Ebertowski
Ethan Hawke
James Ellroy
Elizabeth Peters
Diane Mott Davidson
Leif Davidsen
Stuart Harrison
Joanne Harris
Jan Mehlum
Stephen King
Joanna Trollope
Joanne Harris
Petra Durst-Benning
Gustav Meyrink
Peter Robinson
Joanne Harris
Petra Durst-Benning
Petra Durst-Benning
Petra Durst-Benning
Carl Von Clausewitz
Werner Sikorski
Albert Einstein
Allan &amp; Barbara Pease
Cameron West
Ilona Maria Hilliges
Wally Lamb
Helga Hegewisch
Arturo PÃ©rez-Reverte
Eoin Colfer
Joseph O`Connor
Corinna Belz
Kazushi Hagiwara
CLAMP
CLAMP
Kaori Yuki
Sigrid Heuck
R. L. Stine
R. L. Stine
Sue Townsend
Frauke Biehl
Virginia Woolf
Oscar Hijuelos
Barbara Wood
Hera Lind
Virginia Woolf
Franz Kafka
Joseph Heller
Claudia Keller
Hera Lind
Dorit Zinn
Annie Proulx
Jil Karoly
Thomas Brussig
Anna Maria Ortese
Anne Sexton
Leon Garfield
Diana Norman
Frank Conroy
Jil Karoly
Hera Lind
Marianne Fredriksson
Ika HÃ¼gel-Marshall
Barbara Wood
Fynn
Stefanie Zweig
Andrea Camilleri
Maria Benedickt
Ricarda Junge
Florian Illies
Aldous Huxley
Carlos Castaneda
William Golding
Stefan Zweig
Judith Hermann
Werner Lansburgh
Werner Gross
Nancy Friday
Eva Heller
Franz Kafka
Heinrich Mann
Milan Kundera
Arthur Miller
Arthur Miller
Marion Zimmer Bradley
GÃ¼nter De Bruyn
Doris Lessing
Milan Kundera
Thomas Mann
Josef Haslinger
Thomas Mann
Gerhard Roth
Birgit Vanderbeke
Virginia Woolf
Douglas R. Hofstadter
Arnold A. Lazarus
Jorge Volpi
EmmanuÃ¨le Bernheim
Christina Viragh
Dorothy Cannell
Dorothy Cannell
Dagoberto Gilb
Pablo Tusset
Albert Bichler
Anna Seghers
Frank McCourt
Alex Capus
Margaret Forster
Jacques Wirz
Christoph Hein
Robert Merle
Eva Maaser
Donna W. Cross
Hanjo Lehmann
Eva Maaser
Eva Maaser
Marc Levy
Claudio Paglieri
Frederik Berger
Lion Feuchtwanger
Theodor Fontane
Victor Klemperer
Peter B Heim
Claudia Von Zglinicki
Pierre Joffroy
Dionys Burger
Arnold Stadler
THOMAS HETTCHE
Kunstmuseum Basel
Karl Leopold Von Lichtenfels
Thomas Feibel
R. L. Stine
David Hume
Astrid Lindgren
Kirsten Boie
Isabel AlcÃ¡ntara
Hector Malot
Antoine De Saint-ExupÃ©ry
Virginia Allen Jensen
Jane Simmons
Thomas R. P. Mielke
Waris Dirie
Wolfgang Hohlbein
Wolfgang SchÃ¼ssel
Hartmut Bieg
Birgit SchÃ¶nberger
Ute Ehrhardt
Perry Rhodan
Pierre S. De Laplace
David Hilbert
Urs Richle
Sven Regener
Walter Moers
Friedrich Kur
Christoph Neumann
Gert Postel
Piers Vitebsky
Michael Scholz-Hansel
Alfred Komarek
Alfred Komarek
Fatima Igramhan-Parsons
Florian Illies
Cora Stephan
Joachim Ringelnatz
Michael Sontheimer
Frederick Bodmer
Richard Von WeizsÃ¤cker
Christa Wichterich
Dorothy Quelch
ã‚¢ãƒ³ æ¾æœ¬ãƒ»ã‚¹ãƒãƒ¥ãƒ¯ãƒ¼ãƒˆ
ãƒ€ãƒ³ãƒ»ãƒ‡ãƒ—ãƒ­ã‚¹ãƒšãƒ­
Society For The Study Of Manga Techniques
å…ƒé˜³
Kees Van Kooten
Marion Bloem
Stella Braam
Elle Eggels
Hanna De Heus
Cees Nooteboom
Wout J Hofman
Renate Dorrestein
Majgull Axelsson
Jose Vasconcelos
Alejandro Dumas
Arthur Conan Doyle
Stephen King
Robin Cook
Joseph Finder
Gabriel Garcia Marquez
Gabriel Garcia Marquez
Gabriel Garcia Marquez
Isabel Allende
Klaus Werner
Dominique Dunne
Cynthia Freeman
Lewis Carroll
Miguel De Cervantes Saavedra
Carmen Posadas
Maruja Torres
Rosa Regas
Carlos Ruiz Zafon
Angela Sommer-Bodenburg
Julio Cortazar
Ray Bradbury
Emilio Salgari
Oscar Wilde
J. D. Salinger
Milan Kundera
Leo Pennanen
Jari Tervo
Ivan Aralica
Shang Chun Shu Cun
Lindy Arriaga Diaz
Alfredo Bryce Echenique
ALEJANDRO DUMAS
Tunku Halim
Gabriel Garcia Marquez
Gabriel Garcia Marquez
Anne Frank
Juan Ramon Jimenez
Juan Villoro
Michael Ende
Juan Villoro
Alfredo Bryce Echenique
Marcela Serrano
Elena Poniatowska
Jose Saramago
Eduardo Galeano
Augusto Monterroso
Nicolas Maquiavelo
Ken Follet
Gustav Meyrink
Norma Barrera
Tim Bascom
Eca De Queiros
Eca De Quieros
Lidia Jorge
Mario Claudio
Jose Saramago
Mia Couto
Jose Saramago
Mia Couto
Mario De Carvalho
Mia Couto
Al Berto
Joao Aguiar
Roy
Manuel Jorge Marmelo
Rui Nunes
Alec Waugh
Sr Pugalenthi
Sr Pugalenthi
Catherine Lim
Russell Lee
Syed Hussein Alatas
Arturo Perez-Reverte
Gabriel Garcia Marquez
Bram Stoker
Dante Alighieri
Federico Garcia Lorca
Federico Garcia Lorca
Stephen W. Hawking
Miguel Hernandez
The Message International
Jaime Bayly
Rafael Courtoisie
Martin Caidin
Emile Zola
Kathryn Worth
Tony Britton
Mandy Stanley
Fiona Pragoff
Jean-Claude Suares
Patrick Creagh
Pamela Morris
Siobhan Dodds
Tony Ross
Steve Barlow
Alexander Games
Bernard Levin
Theodore Sturgeon
Eremei Parnov
Eros Keith
Pat Hutchins
Roger Hayne
John Carmody
H. Jerome Freiberg
Schultz
Mary Molt
E. B. White
Haskel Frankel
Ken Kimmelman
Blanche Fisher Wright
Michael Hague
Durell Godfrey
Patricia Barnes-Svarney
Dan Levine
Karl Baedeker
Alan Witschonke
Cindy Kitchel
John R. Sussman
Betty Crocker
Nickolas Slonimsky
F. James Holler
Terry Quinn
Margot Zemach
Frank R. Stermitz
Thomas W. Speh
Garry B. Trudeau
David Bradley
Liz Evans
Alice Myers
